4316698280,4374929942,0.0
4316698280,4384326110,0.0
4316698280,4328009879,0.0
4316698280,4381051775,0.0
4316698280,4368154181,0.11180339887498948
4316698280,4360169700,0.0
4316698280,4375966783,0.0
4316698280,4424521883,0.0
4316698280,4366615263,0.0
4316698280,4381805216,0.0
4316698280,4415195108,0.0
4316698280,4365988297,0.0
4316698280,4393592174,0.0
4316698280,4382536317,0.0
4316698280,4339997756,0.0
4316698280,169978696,0.0
4316698280,169978695,0.06565321642986127
4316698280,4381861382,0.0
4316698280,4340794705,0.0
4316698280,4378031974,0.0
4316698280,4378269303,0.0
4316698280,4379101351,0.0
4316698280,4370426304,0.0
4316698280,3841518998,0.0
4316698280,386427200,0.0
4316698280,4331847708,0.0
4316698280,4354315837,0.0
4316698280,4364374092,0.0
4316698280,3782036442,0.0
4316698280,4376731410,0.0
4316698280,4379328053,0.0
4316698280,4382363452,0.0
4316698280,4381683994,0.0
4316698280,4380132192,0.0
4316698280,4379620861,0.0
4316698280,4381668358,0.0
4316698280,4120181677,0.0
4316698280,4466527164,0.0
4316698280,4375261099,0.0
4316698280,4364256860,0.0
4316698280,4356991843,0.21320071635561041
4316698280,148771166,0.04999999999999999
4316698280,4343050647,0.0
4316698280,4354429896,0.0
4316698280,4383404306,0.0
4316698280,4346217186,0.0
4316698280,4376732732,0.0
4316698280,3752944916,0.0
4316698280,4367991553,0.0
4316698280,4375461541,0.0
4316698280,4321553817,0.0
4316698280,4350962607,0.0
4316698280,4381277134,0.0
4316698280,4375900964,0.0
4316698280,2212755718,0.0
4316698280,2436587006,0.0
4316698280,4380747828,0.0
4316698280,4372585470,0.0
4316698280,4377058304,0.0
4316698280,4379265633,0.0
4316698280,4374322738,0.0
4316698280,4377713415,0.0
4316698280,4381618065,0.0
4316698280,4369287107,0.0
4316698280,4424341839,0.0
4316698280,4372622922,0.0
4316698280,4373293877,0.0
4316698280,3836028985,0.0
4316698280,2637310156,0.0
4316698280,4369752803,0.0
4316698280,4340023576,0.0
4316698280,4341425235,0.0
4316698280,4314324487,0.0
4316698280,4315992101,0.0
4316698280,4353115557,0.0
4316698280,4380775029,0.0
4316698280,4327773712,0.05892556509887895
4316698280,4383989683,0.0
4316698280,4350762195,0.0
4316698280,4378120635,0.0
4316698280,4315055576,0.0
4316698280,4356609505,0.0
4316698280,4362000243,0.0
4316698280,4360079700,0.09805806756909201
4316698280,4352259558,0.0
4316698280,4336123799,0.0
4316698280,4381388931,0.0
4316698280,4342258360,0.0
4316698280,4365010821,0.0
4316698280,4371550952,0.0
4316698280,4333663808,0.0
4316698280,4377083304,0.0
4316698280,4382512393,0.0
4316698280,4381355157,0.0
4316698280,4363965920,0.0
4316698280,4351974437,0.0
4316698280,4380505537,0.0
4316698280,4314643481,0.0
4316698280,4367155678,0.0
4316698280,4367094119,0.0
4316698280,4345217385,0.0
4316698280,4343336201,0.0
4316698280,4343137003,0.0
4316698280,4352439558,0.0
4316698280,4383512176,0.0
4316698280,4349202409,0.0
4316698280,4326561407,0.0
4316698280,4365694248,0.0
4316698280,4378121982,0.0
4316698280,4383015779,0.0
4316698280,694722066,0.0
4316698280,4337627487,0.0
4316698280,4380044789,0.0
4316698280,4369136107,0.0
4316698280,4341486225,0.0
4316698280,4380116986,0.0
4316698280,4399636117,0.0
4316698280,4373772420,0.0
4316698280,4356303533,0.0
4316698280,4385429288,0.0
4316698280,4373855335,0.0
4316698280,4337166743,0.0
4316698280,4376887202,0.0
4316698280,346725022,0.0
4316698280,4342311077,0.0
4316698280,4365190397,0.0
4316698280,4924898086,0.0
4316698280,4327021704,0.0
4316698280,4412579694,0.0
4316698280,2870087751,0.0
4316698280,4368380996,0.0
4316698280,4382220979,0.0
4316698280,4368480367,0.0
4316698280,4380914525,0.0
4316698280,4384068092,0.0
4316698280,4369265727,0.0
4316698280,3948505410,0.09805806756909201
4316698280,4316098529,0.0
4316698280,4365062067,0.0
4316698280,4329978798,0.0
4316698280,4346700679,0.0
4316698280,4369331788,0.0
4316698280,4357954698,0.0
